,Ontology_Words,Code_Count,Intent_Count,Fuzzy_Code_Count,Fuzzy_Intent_Count
626,splits,89.0,17.0,649.0,176.0
627,splitting,7.0,5.0,16.0,0.0
628,splitted,4.0,1.0,4.0,7.0
629,classify,0.0,0.0,2.0,0.0
630,classifies,0.0,0.0,209.0,205.0
631,classification,27.0,21.0,30.0,0.0
632,classified,0.0,0.0,27.0,0.0
633,rotation,14.0,8.0,23.0,0.0
634,transpose,303.0,12.0,384.0,423.0
635,enqueue,0.0,0.0,40.0,14.0
636,dequeue,0.0,0.0,47.0,14.0
637,cloning,2.0,0.0,11.0,0.0
638,replacing,1.0,0.0,4.0,0.0
639,replaces,8.0,7.0,288.0,53.0
640,rotates,0.0,0.0,87.0,0.0
641,rotating,1.0,0.0,20.0,0.0
642,enqueues,0.0,0.0,2.0,0.0
643,dequeues,0.0,0.0,2.0,0.0
644,clones,0.0,0.0,21.0,0.0
645,composes,0.0,0.0,22.0,0.0
646,composed,4.0,4.0,23.0,0.0
647,compose,13.0,3.0,52.0,0.0
648,decompose,1.0,0.0,20.0,0.0
649,decomposes,0.0,0.0,16.0,0.0
650,decomposed,2.0,2.0,23.0,0.0
651,decomposing,0.0,0.0,5.0,0.0
652,analyse,1.0,0.0,3.0,0.0
653,analysis,4.0,4.0,4.0,0.0
654,analysing,0.0,0.0,3.0,0.0
655,analysed,2.0,2.0,4.0,0.0
656,analyses,0.0,0.0,6.0,0.0
657,allocates,0.0,0.0,6.0,0.0
658,allocate,4.0,2.0,13.0,0.0
659,allocating,0.0,0.0,2.0,0.0
660,allocated,2.0,2.0,20.0,0.0
661,bifurcates,0.0,0.0,0.0,0.0
662,bifurcated,0.0,0.0,0.0,0.0
663,bifurcate,0.0,0.0,0.0,0.0
664,bifurcating,0.0,0.0,0.0,0.0
665,distributes,0.0,0.0,49.0,0.0
666,distributed,68.0,24.0,88.0,0.0
667,distributing,0.0,0.0,83.0,0.0
668,distribute,3.0,0.0,87.0,0.0
669,separates,1.0,1.0,67.0,0.0
670,separate,32.0,19.0,108.0,0.0
671,separating,1.0,1.0,3.0,0.0
672,separated,21.0,13.0,67.0,0.0
673,branches,18.0,2.0,37.0,7.0
674,branched,5.0,3.0,37.0,7.0
675,branch,14.0,1.0,37.0,7.0
676,branching,1.0,1.0,14.0,0.0
677,maximising,0.0,0.0,0.0,0.0
678,minimising,0.0,0.0,1.0,0.0
679,averaging,3.0,3.0,3.0,0.0
680,summing,2.0,1.0,2.0,0.0
681,recurs,0.0,0.0,46.0,32.0
682,recurred,0.0,0.0,44.0,0.0
683,recurring,0.0,0.0,3.0,0.0
684,terminates,1.0,1.0,10.0,0.0
685,terminated,8.0,0.0,10.0,0.0
686,terminating,1.0,0.0,9.0,0.0
687,terminate,3.0,0.0,66.0,0.0
688,reduce,271.0,26.0,282.0,0.0
689,reduces,2.0,1.0,277.0,0.0
690,reduced,4.0,4.0,556.0,0.0
691,reduction,19.0,9.0,143.0,0.0
692,reducing,10.0,1.0,30.0,0.0
693,probes,0.0,0.0,109.0,0.0
694,probing,0.0,0.0,0.0,0.0
695,probed,0.0,0.0,0.0,0.0
696,probe,0.0,0.0,528.0,0.0
697,goto,1.0,0.0,55.0,0.0
698,continue,152.0,7.0,226.0,5.0
699,break,151.0,8.0,166.0,90.0
700,switch,108.0,26.0,138.0,0.0
701,swap,28.0,8.0,98.0,0.0
702,rearranges,0.0,0.0,5.0,0.0
703,rearrange,4.0,4.0,7.0,0.0
704,partition,96.0,12.0,146.0,114.0
705,enumeration,0.0,0.0,16.0,0.0
706,enumerate,192.0,1.0,350.0,0.0
707,retrieve,25.0,19.0,31.0,0.0
708,sequential,60.0,10.0,76.0,0.0
709,vacant,0.0,0.0,0.0,0.0
710,else,2265.0,27.0,2273.0,0.0
711,if,9879.0,1550.0,9879.0,0.0
712,case,310.0,112.0,378.0,0.0
713,examines,0.0,0.0,0.0,0.0
714,examining,2.0,1.0,4.0,0.0
715,examined,0.0,0.0,3.0,0.0
716,examine,0.0,0.0,2.0,0.0
717,inspects,0.0,0.0,58.0,61.0
718,inspect,50.0,1.0,64.0,61.0
719,inspecting,0.0,0.0,58.0,0.0
720,inspected,0.0,0.0,62.0,0.0
721,validates,3.0,3.0,306.0,9.0
722,validate,285.0,60.0,310.0,9.0
723,validated,4.0,3.0,303.0,9.0
724,validating,3.0,2.0,92.0,0.0
725,substantiate,0.0,0.0,0.0,0.0
726,substantiating,0.0,0.0,0.0,0.0
727,substantiated,0.0,0.0,0.0,0.0
728,substantiates,0.0,0.0,0.0,0.0
729,enquires,0.0,0.0,75.0,0.0
730,enquired,0.0,0.0,67.0,0.0
731,enquiring,0.0,0.0,4.0,0.0
732,increments,7.0,7.0,47.0,0.0
733,incrementing,1.0,0.0,44.0,0.0
734,incremented,3.0,3.0,46.0,0.0
735,increment,36.0,15.0,48.0,0.0
736,decrements,0.0,0.0,1.0,0.0
737,decrementing,0.0,0.0,2.0,0.0
738,decremented,0.0,0.0,4.0,0.0
739,decrement,1.0,0.0,1.0,0.0
740,do,317.0,101.0,317.0,0.0
741,while,220.0,25.0,220.0,0.0
742,then,233.0,147.0,9556.0,0.0
743,for,5094.0,1739.0,5284.0,0.0
744,smaller,26.0,15.0,89.0,0.0
745,lesser,1.0,0.0,1.0,0.0
746,greater,37.0,14.0,39.0,0.0
747,shorter,2.0,2.0,64.0,314.0
748,bigger,2.0,2.0,2.0,0.0
749,larger,20.0,13.0,62.0,0.0
750,compare,136.0,36.0,180.0,0.0
751,comparing,12.0,8.0,65.0,0.0
752,comparision,0.0,0.0,183.0,0.0
753,receiv,0.0,0.0,24.0,0.0
754,includ,0.0,0.0,227.0,0.0
755,decid,0.0,0.0,13.0,0.0
756,decis,0.0,0.0,3.0,0.0
757,iter,303.0,15.0,399.0,18.0
758,modifi,0.0,0.0,55.0,11.0
759,modif,0.0,0.0,24.0,0.0
760,generat,0.0,0.0,474.0,0.0
761,remov,0.0,0.0,348.0,11.0
762,declar,0.0,0.0,0.0,0.0
763,initialis,0.0,0.0,374.0,0.0
764,initalis,0.0,0.0,12.0,0.0
765,binari,0.0,0.0,146.0,24.0
766,choos,0.0,0.0,24.0,79.0
767,exchang,0.0,0.0,4.0,0.0
768,initi,0.0,0.0,766.0,114.0
769,commenc,0.0,0.0,26.0,0.0
770,introduc,0.0,0.0,9.0,0.0
771,introduct,0.0,0.0,11.0,0.0
772,comput,0.0,0.0,642.0,0.0
773,evalu,0.0,0.0,526.0,0.0
774,determin,0.0,0.0,62.0,0.0
775,divid,0.0,0.0,29.0,0.0
776,classifi,0.0,0.0,24.0,0.0
777,classif,0.0,0.0,1138.0,2.0
778,rotat,0.0,0.0,23.0,0.0
779,transpos,0.0,0.0,128.0,141.0
780,enqueu,0.0,0.0,0.0,0.0
781,dequeu,0.0,0.0,7.0,0.0
782,clone,15.0,2.0,15.0,0.0
783,replac,0.0,0.0,300.0,53.0
784,compos,0.0,0.0,46.0,0.0
785,decompos,0.0,0.0,3.0,0.0
786,analys,0.0,0.0,6.0,0.0
787,analysi,0.0,0.0,3.0,0.0
788,alloc,0.0,0.0,0.0,0.0
789,bifurc,0.0,0.0,0.0,0.0
790,distribut,0.0,0.0,228.0,0.0
791,separ,0.0,0.0,0.0,0.0
792,maximis,0.0,0.0,1.0,0.0
793,minimis,0.0,0.0,1.0,0.0
794,averag,0.0,0.0,270.0,0.0
795,sum,914.0,138.0,1000.0,196.0
796,recur,14.0,0.0,46.0,32.0
797,termin,0.0,0.0,14.0,0.0
798,reduc,0.0,0.0,554.0,0.0
799,reduct,0.0,0.0,272.0,0.0
800,continu,0.0,0.0,245.0,207.0
801,rearrang,0.0,0.0,6.0,0.0
802,partit,0.0,0.0,0.0,0.0
803,enumer,0.0,0.0,682.0,0.0
804,retriev,0.0,0.0,39.0,0.0
805,sequenti,0.0,0.0,60.0,0.0
806,els,0.0,0.0,2266.0,0.0
807,examin,0.0,0.0,2.0,0.0
808,valid,397.0,119.0,533.0,39.0
809,substanti,0.0,0.0,0.0,0.0
810,enquir,0.0,0.0,0.0,0.0
811,compar,0.0,0.0,188.0,0.0
812,comparis,0.0,0.0,70.0,0.0
813,new,6668.0,984.0,6700.0,440.0
814,space,376.0,62.0,510.0,0.0
815,object,3714.0,2418.0,4314.0,2001.0
816,free,50.0,22.0,52.0,0.0
817,pointer,144.0,32.0,780.0,168.0
818,destroy,3.0,1.0,15.0,5.0
819,bytes,226.0,70.0,334.0,16.0
820,contiguos,0.0,0.0,64.0,234.0
821,leak,2.0,0.0,32.0,0.0
822,garbage,2.0,0.0,2.0,0.0
823,allocator,0.0,0.0,46.0,0.0
824,makes,29.0,19.0,390.0,0.0
825,assign,124.0,30.0,190.0,0.0
826,memory,693.0,219.0,693.0,1698.0
827,contiguous,22.0,2.0,66.0,234.0
828,allocated,2.0,2.0,20.0,0.0
829,storage,52.0,26.0,252.0,128.0
830,allocation,0.0,0.0,210.0,0.0
831,initialise,4.0,4.0,826.0,116.0
832,declarations,1.0,1.0,3.0,1.0
833,usage,91.0,68.0,91.0,0.0
834,store,85.0,30.0,291.0,88.0
835,buffer,807.0,183.0,846.0,453.0
836,top,508.0,152.0,1038.0,632.0
837,start,3240.0,644.0,3748.0,872.0
838,end,1232.0,296.0,1360.0,440.0
839,load,843.0,180.0,990.0,213.0
840,initialize,50.0,27.0,423.0,58.0
841,fail,124.0,36.0,164.0,0.0
842,abort,12.0,2.0,22.0,0.0
843,try,1206.0,96.0,1206.0,0.0
844,catch,76.0,6.0,82.0,0.0
845,handle,145.0,26.0,279.0,241.0
846,error,990.0,207.0,1890.0,1236.0
847,throws,11.0,7.0,25.0,0.0
848,terminate,3.0,0.0,66.0,0.0
849,exit,48.0,4.0,380.0,20.0
850,rethrow,0.0,0.0,20.0,0.0
851,caught,5.0,2.0,6.0,0.0
852,overflow,140.0,45.0,185.0,0.0
853,freeing,0.0,0.0,2.0,0.0
854,freed,1.0,1.0,122.0,0.0
855,shrinks,0.0,0.0,2.0,0.0
856,uninitialised,0.0,0.0,25.0,0.0
857,malloc,0.0,0.0,8.0,0.0
858,calloc,0.0,0.0,0.0,0.0
859,realloc,0.0,0.0,0.0,0.0
860,heap,100.0,45.0,120.0,140.0
861,stack,1235.0,195.0,1435.0,110.0
862,debugger,6.0,0.0,6.0,0.0
863,malware,0.0,0.0,27.0,0.0
864,bugs,2.0,2.0,10.0,0.0
865,interrupt,2.0,0.0,6.0,0.0
866,simulation,39.0,3.0,44.0,16.0
867,downcast,37.0,9.0,41.0,0.0
868,upcast,58.0,9.0,68.0,0.0
869,delete,320.0,40.0,595.0,35.0
870,byte,60.0,24.0,399.0,24.0
871,contiguo,0.0,0.0,22.0,32.0
872,garbag,0.0,0.0,1.0,0.0
873,alloc,0.0,0.0,0.0,0.0
874,make,355.0,93.0,390.0,0.0
875,memori,0.0,0.0,267.0,566.0
876,contigu,0.0,0.0,22.0,32.0
877,storag,0.0,0.0,26.0,0.0
878,initialis,0.0,0.0,374.0,0.0
879,declar,0.0,0.0,0.0,0.0
880,usag,0.0,0.0,91.0,0.0
881,initi,0.0,0.0,766.0,114.0
882,tri,2.0,0.0,43.0,0.0
883,handl,0.0,0.0,285.0,241.0
884,throw,10.0,4.0,25.0,0.0
885,termin,0.0,0.0,14.0,0.0
886,shrink,2.0,2.0,2.0,0.0
887,uninitialis,0.0,0.0,9.0,0.0
888,debugg,0.0,0.0,108.0,0.0
889,malwar,0.0,0.0,0.0,0.0
890,bug,8.0,0.0,10.0,0.0
891,simul,0.0,0.0,1.0,0.0
892,delet,0.0,0.0,84.0,7.0
893,pointers,3.0,0.0,99.0,42.0
894,indirection,0.0,0.0,82.0,0.0
895,dereferenced,0.0,0.0,135.0,62.0
896,derefencing,0.0,0.0,4.0,0.0
897,signals,5.0,1.0,79.0,0.0
898,termination,0.0,0.0,16.0,0.0
899,failure,28.0,4.0,44.0,20.0
900,indirect,1.0,0.0,13.0,0.0
901,dereferenc,0.0,0.0,90.0,62.0
902,derefenc,0.0,0.0,0.0,0.0
903,signal,216.0,30.0,231.0,0.0
904,failur,0.0,0.0,22.0,10.0
905,time,3780.0,1280.0,4460.0,1185.0
906,complexity,35.0,35.0,85.0,0.0
907,theta,3.0,0.0,4.0,0.0
908,asymptotic,0.0,0.0,0.0,0.0
909,o(...,0.0,0.0,426.0,63.0
910,omega,0.0,0.0,0.0,0.0
911,complex,200.0,28.0,488.0,84.0
912,asymptot,0.0,0.0,0.0,0.0
913,terminate,3.0,0.0,66.0,0.0
914,unexpected,19.0,0.0,96.0,31.0
915,errc,0.0,0.0,104.0,102.0
916,try,1206.0,96.0,1206.0,0.0
917,catch,76.0,6.0,82.0,0.0
918,rethrow,0.0,0.0,20.0,0.0
919,exception,586.0,44.0,694.0,24.0
920,rollback,18.0,0.0,18.0,0.0
921,semantics,3.0,3.0,5.0,0.0
922,fail,124.0,36.0,164.0,0.0
923,execution,24.0,10.0,52.0,0.0
924,invariants,0.0,0.0,4.0,0.0
925,guarantee,3.0,2.0,11.0,0.0
926,leaked,1.0,0.0,1.0,0.0
927,corrupted,0.0,0.0,3.0,0.0
928,buffers,9.0,4.0,279.0,151.0
929,livelock,0.0,0.0,0.0,0.0
930,overflow,140.0,45.0,185.0,0.0
931,dividebyzeroexception,0.0,0.0,0.0,0.0
932,heuristic,1.0,1.0,1.0,0.0
933,interleaving,3.0,0.0,24.0,0.0
934,aperiodic,0.0,0.0,7.0,0.0
935,greedy,11.0,5.0,11.0,0.0
936,adjacency,0.0,0.0,0.0,0.0
937,cycle,555.0,80.0,630.0,10.0
938,cycles,7.0,6.0,119.0,0.0
939,tridiagonal,0.0,0.0,14.0,0.0
940,sparse,150.0,56.0,638.0,31.0
941,additive,12.0,2.0,12.0,0.0
942,inverse,58.0,17.0,58.0,0.0
943,multiplicative,3.0,1.0,7.0,0.0
944,linear,303.0,87.0,414.0,0.0
945,collinear,0.0,0.0,0.0,0.0
946,correlated,0.0,0.0,115.0,0.0
947,cubic,4.0,2.0,6.0,0.0
948,multivariate,0.0,0.0,0.0,0.0
949,cardinality,0.0,0.0,0.0,0.0
950,homogeneous,3.0,2.0,3.0,0.0
951,isomorphic,1.0,0.0,1.0,0.0
952,head,498.0,81.0,972.0,66.0
953,path,3664.0,532.0,4164.0,880.0
954,length,2595.0,651.0,2829.0,1086.0
955,dynamic,60.0,8.0,64.0,0.0
956,static,172.0,0.0,172.0,0.0
957,associative,0.0,0.0,26.0,0.0
958,base,762.0,116.0,1056.0,238.0
959,balanced,0.0,0.0,27.0,14.0
960,linked,2.0,1.0,2.0,0.0
961,growable,0.0,0.0,0.0,0.0
962,variable-length,0.0,0.0,1321.0,330.0
963,parallel,165.0,51.0,345.0,0.0
964,offset,225.0,62.0,325.0,8.0
965,priority,72.0,10.0,74.0,34.0
966,complement,0.0,0.0,99.0,0.0
967,adjacent,0.0,0.0,0.0,0.0
968,neighbour,0.0,0.0,21.0,0.0
969,incidence,0.0,0.0,0.0,0.0
970,vertex,76.0,16.0,84.0,104.0
971,edge,64.0,22.0,81.0,43.0
972,dense,232.0,36.0,234.0,12.0
973,complete,24.0,7.0,67.0,21.0
974,bipartite,0.0,0.0,0.0,0.0
975,homeomorphism,0.0,0.0,0.0,0.0
976,planar,0.0,0.0,0.0,0.0
977,directed,4.0,1.0,17.0,0.0
978,undirected,0.0,0.0,4.0,0.0
979,compositional,1.0,0.0,42.0,0.0
980,commutative,1.0,0.0,1.0,0.0
981,transitive,0.0,0.0,0.0,0.0
982,spanning,0.0,0.0,0.0,0.0
983,minimum,91.0,61.0,91.0,0.0
984,maximum,238.0,156.0,240.0,0.0
985,average,95.0,34.0,135.0,0.0
986,regular,54.0,41.0,54.0,0.0
987,subgraph,8.0,8.0,8.0,0.0
988,symmetry,0.0,0.0,10.0,0.0
989,asymmetry,0.0,0.0,0.0,0.0
990,symmetric,10.0,5.0,14.0,0.0
991,asymmetric,0.0,0.0,13.0,0.0
992,semantic,2.0,2.0,5.0,0.0
993,spectral,12.0,3.0,12.0,0.0
994,toroidal,0.0,0.0,0.0,0.0
995,hamiltonian,0.0,0.0,0.0,0.0
996,connected,6.0,3.0,26.0,0.0
997,out,525.0,87.0,553.0,880.0
998,rooted,0.0,0.0,2.0,0.0
999,external,46.0,6.0,48.0,0.0
1000,internal,91.0,37.0,238.0,0.0
1001,inner,103.0,23.0,160.0,188.0
1002,disjoint,0.0,0.0,0.0,0.0
1003,reducible,0.0,0.0,0.0,0.0
1004,irreducible,0.0,0.0,0.0,0.0
1005,reduced,4.0,4.0,556.0,0.0
1006,ordered,161.0,74.0,414.0,128.0
1007,median,32.0,9.0,44.0,0.0
1008,star,5.0,0.0,2211.0,513.0
1009,labelled,4.0,4.0,22.0,0.0
1010,unlabelled,1.0,0.0,13.0,0.0
1011,cyclic,18.0,2.0,22.0,0.0
1012,acyclic,0.0,0.0,9.0,0.0
1013,child,105.0,4.0,107.0,13.0
1014,parent,312.0,13.0,341.0,44.0
1015,ancestor,2.0,0.0,2.0,0.0
1016,descendant,10.0,0.0,12.0,0.0
1017,leaf,32.0,13.0,32.0,0.0
1018,n-ary,0.0,0.0,1618.0,355.0
1019,k-ary,0.0,0.0,681.0,85.0
1020,unary,3.0,1.0,3.0,0.0
1021,binary,335.0,165.0,335.0,60.0
1022,tertiary,0.0,0.0,0.0,0.0
1023,1-ary,0.0,0.0,6352.0,2513.0
1024,2-ary,0.0,0.0,2474.0,187.0
1025,identity,57.0,4.0,84.0,73.0
1026,homomorphic,0.0,0.0,0.0,0.0
1027,unique,186.0,81.0,235.0,475.0
1028,domain,24.0,4.0,28.0,0.0
1029,codomain,0.0,0.0,6.0,0.0
1030,prime,11.0,2.0,29.0,12.0
1031,invertible,4.0,1.0,15.0,0.0
1032,equilateral,0.0,0.0,0.0,0.0
1033,isoceles,0.0,0.0,0.0,0.0
1034,natural,5.0,4.0,6.0,0.0
1035,totality,0.0,0.0,0.0,0.0
1036,decimal,132.0,52.0,152.0,0.0
1037,second,196.0,118.0,314.0,16.0
1038,third,32.0,26.0,32.0,0.0
1039,string,3429.0,1794.0,4362.0,675.0
1040,float,2436.0,543.0,3852.0,279.0
1041,double,78.0,20.0,80.0,0.0
1042,character,224.0,144.0,380.0,0.0
1043,integer,682.0,358.0,890.0,322.0
1044,intermediate,1.0,1.0,1.0,0.0
1045,default,2726.0,2004.0,3052.0,348.0
1046,popped,2.0,2.0,2.0,0.0
1047,pushed,0.0,0.0,0.0,0.0
1048,sequential,60.0,10.0,76.0,0.0
1049,next,936.0,146.0,1638.0,778.0
1050,payload,75.0,3.0,77.0,83.0
1051,tail,10.0,4.0,10.0,0.0
1052,reference,270.0,84.0,414.0,186.0
1053,pointer,144.0,32.0,780.0,168.0
1054,self,9629.0,229.0,9640.0,10224.0
1055,circular,4.0,1.0,6.0,0.0
1056,arguments,400.0,286.0,776.0,0.0
1057,predicate,4.0,0.0,153.0,7.0
1058,global,336.0,58.0,382.0,0.0
1059,constant,120.0,13.0,151.0,0.0
1060,char,237.0,21.0,714.0,27.0
1061,const,44.0,2.0,100.0,0.0
1062,long,294.0,54.0,2151.0,36.0
1063,short,66.0,12.0,758.0,190.0
1064,register,44.0,10.0,140.0,0.0
1065,int,4294.0,1074.0,5668.0,894.0
1066,volatile,5.0,0.0,5.0,13.0
1067,signed,13.0,6.0,49.0,0.0
1068,unsigned,15.0,8.0,28.0,0.0
1069,void,1430.0,4.0,1568.0,0.0
1070,extern,0.0,0.0,116.0,0.0
1071,restricted,2.0,0.0,7.0,0.0
1072,reflexive,0.0,0.0,0.0,0.0
1073,distributive,0.0,0.0,74.0,0.0
1074,composite,6.0,0.0,44.0,0.0
1075,fraction,116.0,46.0,1114.0,114.0
1076,rational,0.0,0.0,14.0,0.0
1077,complex,200.0,28.0,488.0,84.0
1078,real,695.0,95.0,810.0,0.0
1079,octal,0.0,0.0,0.0,0.0
1080,hexadecimal,2.0,2.0,2.0,0.0
1081,radix,0.0,0.0,0.0,0.0
1082,macro,0.0,0.0,0.0,0.0
1083,recursive,164.0,8.0,288.0,64.0
1084,iterative,7.0,2.0,32.0,0.0
1085,driver,450.0,186.0,495.0,0.0
1086,computable,0.0,0.0,162.0,0.0
1087,injective,0.0,0.0,2.0,0.0
1088,surjective,0.0,0.0,0.0,0.0
1089,empty,331.0,78.0,355.0,0.0
1090,inline,7.0,0.0,14.0,0.0
1091,differentiable,0.0,0.0,7.0,0.0
1092,integrable,0.0,0.0,143.0,39.0
1093,polynomial,4.0,0.0,4.0,0.0
1094,algebraic,2.0,2.0,16.0,0.0
1095,bijection,0.0,0.0,2.0,0.0
1096,quadratic,1.0,0.0,1.0,0.0
1097,discontinuous,0.0,0.0,42.0,202.0
1098,trigonometry,0.0,0.0,1.0,0.0
1099,functor,0.0,0.0,0.0,0.0
1100,multivalued,0.0,0.0,0.0,0.0
1101,singlevalued,0.0,0.0,0.0,0.0
1102,partial,92.0,11.0,156.0,0.0
1103,implicit,22.0,8.0,34.0,0.0
1104,generalized,3.0,3.0,3.0,0.0
1105,utility,28.0,26.0,28.0,0.0
1106,counter,153.0,33.0,1377.0,816.0
1107,positive,49.0,25.0,61.0,17.0
1108,negative,170.0,110.0,246.0,0.0
1109,irregular,0.0,0.0,54.0,0.0
1110,uniform,324.0,42.0,327.0,0.0
1111,recursive,164.0,8.0,288.0,64.0
1112,recursion,1.0,0.0,2.0,0.0
1113,recur,14.0,0.0,46.0,32.0
1114,recursively,15.0,13.0,56.0,0.0
1115,recurrent,44.0,7.0,380.0,0.0
1116,iteration,237.0,33.0,467.0,376.0
1117,iteratively,3.0,3.0,25.0,0.0
1118,public,1480.0,14.0,1482.0,0.0
1119,private,104.0,1.0,104.0,0.0
1120,protected,281.0,0.0,293.0,0.0
1121,visible,43.0,6.0,81.0,10.0
1122,automatic,0.0,0.0,66.0,0.0
1123,input,4415.0,1580.0,8895.0,1780.0
1124,sorted,150.0,54.0,281.0,324.0
1125,encrypted,6.0,2.0,14.0,0.0
1126,full,98.0,37.0,111.0,0.0
1127,init,259.0,30.0,2408.0,368.0
1128,pivoted,0.0,0.0,7.0,0.0
1129,optimized,8.0,2.0,197.0,105.0
1130,temporary,24.0,18.0,30.0,0.0
1131,precedence,3.0,3.0,3.0,0.0
1132,associativity,0.0,0.0,0.0,0.0
1133,commutativity,0.0,0.0,1.0,0.0
1134,reciprocal,1.0,0.0,1.0,0.0
1135,divisor,4.0,3.0,8.0,0.0
1136,primality,0.0,0.0,0.0,0.0
1137,arity,0.0,0.0,1.0,0.0
1138,ordinality,0.0,0.0,24.0,2.0
1139,superscript,0.0,0.0,0.0,0.0
1140,subscript,0.0,0.0,0.0,0.0
1141,idempotence,0.0,0.0,2.0,0.0
1142,absorption,0.0,0.0,0.0,0.0
1143,heurist,0.0,0.0,1.0,0.0
1144,interleav,0.0,0.0,8.0,0.0
1145,aperiod,0.0,0.0,397.0,188.0
1146,greedi,0.0,0.0,11.0,0.0
1147,adjac,0.0,0.0,0.0,0.0
1148,cycl,0.0,0.0,114.0,0.0
1149,tridiagon,0.0,0.0,0.0,0.0
1150,spars,0.0,0.0,155.0,18.0
1151,addit,0.0,0.0,0.0,0.0
1152,invers,0.0,0.0,76.0,13.0
1153,multipl,0.0,0.0,380.0,16.0
1154,correl,0.0,0.0,0.0,0.0
1155,multivari,0.0,0.0,0.0,0.0
1156,cardin,0.0,0.0,0.0,0.0
1157,homogen,0.0,0.0,3.0,0.0
1158,isomorph,0.0,0.0,1.0,0.0
1159,dynam,0.0,0.0,30.0,0.0
1160,associ,0.0,0.0,0.0,0.0
1161,balanc,0.0,0.0,22.0,14.0
1162,link,244.0,70.0,374.0,32.0
1163,growabl,0.0,0.0,0.0,0.0
1164,prioriti,0.0,0.0,37.0,17.0
1165,incid,0.0,0.0,0.0,0.0
1166,edg,0.0,0.0,128.0,52.0
1167,dens,0.0,0.0,236.0,157.0
1168,complet,0.0,0.0,166.0,0.0
1169,bipartit,0.0,0.0,0.0,0.0
1170,homeomorph,0.0,0.0,0.0,0.0
1171,direct,36.0,21.0,222.0,66.0
1172,undirect,0.0,0.0,13.0,0.0
1173,composit,0.0,0.0,5.0,0.0
1174,commut,0.0,0.0,62.0,80.0
1175,transit,0.0,0.0,103.0,0.0
1176,span,102.0,27.0,150.0,0.0
1177,averag,0.0,0.0,270.0,0.0
1178,symmetri,0.0,0.0,11.0,0.0
1179,asymmetri,0.0,0.0,12.0,0.0
1180,symmetr,0.0,0.0,10.0,0.0
1181,asymmetr,0.0,0.0,10.0,0.0
1182,semant,0.0,0.0,2.0,0.0
1183,toroid,0.0,0.0,0.0,0.0
1184,connect,14.0,7.0,91.0,0.0
1185,root,185.0,32.0,210.0,27.0
1186,intern,0.0,0.0,183.0,1.0
1187,reduc,0.0,0.0,554.0,0.0
1188,irreduc,0.0,0.0,0.0,0.0
1189,order,240.0,102.0,506.0,261.0
1190,label,1390.0,418.0,2822.0,512.0
1191,unlabel,0.0,0.0,696.0,98.0
1192,acycl,0.0,0.0,0.0,0.0
1193,descend,0.0,0.0,31.0,0.0
1194,n-ari,0.0,0.0,1616.0,355.0
1195,k-ari,0.0,0.0,679.0,85.0
1196,unari,0.0,0.0,0.0,0.0
1197,binari,0.0,0.0,146.0,24.0
1198,tertiari,0.0,0.0,0.0,0.0
1199,1-ari,0.0,0.0,6350.0,2513.0
1200,2-ari,0.0,0.0,2472.0,187.0
1201,ident,0.0,0.0,24.0,0.0
1202,homomorph,0.0,0.0,0.0,0.0
1203,uniqu,0.0,0.0,240.0,475.0
1204,invert,16.0,1.0,129.0,13.0
1205,equilater,0.0,0.0,0.0,0.0
1206,isocel,0.0,0.0,0.0,0.0
1207,natur,0.0,0.0,8.0,0.0
1208,total,210.0,36.0,236.0,0.0
1209,decim,0.0,0.0,66.0,0.0
1210,doubl,0.0,0.0,80.0,0.0
1211,charact,0.0,0.0,496.0,0.0
1212,integ,0.0,0.0,682.0,0.0
1213,intermedi,0.0,0.0,1.0,0.0
1214,pop,300.0,6.0,314.0,38.0
1215,push,8.0,4.0,8.0,0.0
1216,sequenti,0.0,0.0,60.0,0.0
1217,refer,8.0,8.0,21.0,0.0
1218,argument,352.0,204.0,760.0,0.0
1219,predic,0.0,0.0,114.0,7.0
1220,regist,0.0,0.0,49.0,0.0
1221,volatil,0.0,0.0,5.0,13.0
1222,sign,38.0,19.0,65.0,32.0
1223,unsign,0.0,0.0,15.0,0.0
1224,restrict,2.0,0.0,28.0,11.0
1225,reflex,0.0,0.0,0.0,0.0
1226,distribut,0.0,0.0,228.0,0.0
1227,ration,0.0,0.0,695.0,217.0
1228,hexadecim,0.0,0.0,2.0,0.0
1229,recurs,0.0,0.0,46.0,32.0
1230,iter,303.0,15.0,399.0,18.0
1231,comput,0.0,0.0,642.0,0.0
1232,inject,5.0,3.0,8.0,0.0
1233,surject,0.0,0.0,27.0,0.0
1234,empti,0.0,0.0,4.0,0.0
1235,inlin,0.0,0.0,7.0,0.0
1236,differenti,0.0,0.0,129.0,0.0
1237,integr,0.0,0.0,500.0,161.0
1238,polynomi,0.0,0.0,4.0,0.0
1239,algebra,14.0,6.0,16.0,0.0
1240,biject,0.0,0.0,1243.0,326.0
1241,quadrat,0.0,0.0,1.0,0.0
1242,discontinu,0.0,0.0,0.0,0.0
1243,trigonometri,0.0,0.0,1.0,0.0
1244,multivalu,0.0,0.0,0.0,0.0
1245,singlevalu,0.0,0.0,0.0,0.0
1246,general,19.0,9.0,30.0,0.0
1247,util,71.0,5.0,308.0,108.0
1248,posit,0.0,0.0,59.0,0.0
1249,negat,0.0,0.0,1.0,0.0
1250,recurr,0.0,0.0,7.0,0.0
1251,privat,0.0,0.0,104.0,0.0
