,Ontology_Words,Code_Count,Intent_Count,Fuzzy_Code_Count,Fuzzy_Intent_Count
character,character,8.0,8.0,28.0,0.0
char,char,18.0,0.0,309.0,27.0
varchar2,varchar2,0.0,0.0,0.0,0.0
nchar,nchar,0.0,0.0,6.0,9.0
nvarchar2,nvarchar2,0.0,0.0,0.0,0.0
long,long,54.0,12.0,435.0,36.0
raw,raw,69.0,11.0,82.0,0.0
date,date,94.0,24.0,104.0,0.0
date,date,94.0,24.0,104.0,0.0
time,time,1235.0,185.0,1450.0,985.0
timestamp,timestamp,38.0,0.0,39.0,0.0
interual,interual,0.0,0.0,15.0,0.0
boolean,boolean,40.0,32.0,44.0,16.0
union,union,128.0,0.0,128.0,0.0
intersect,intersect,4.0,0.0,5.0,0.0
except,except,138.0,5.0,138.0,0.0
atomicity,atomicity,0.0,0.0,0.0,0.0
consistency,consistency,3.0,3.0,5.0,0.0
isolation,isolation,0.0,0.0,1.0,0.0
durability,durability,0.0,0.0,1.0,0.0
active,active,11.0,5.0,20.0,0.0
failed,failed,23.0,0.0,29.0,0.0
commited,commited,0.0,0.0,38.0,59.0
aborted,aborted,3.0,1.0,10.0,0.0
rollback,rollback,0.0,0.0,0.0,0.0
commit,commit,38.0,0.0,38.0,59.0
serializability,serializability,0.0,0.0,2.0,0.0
polygraph,polygraph,0.0,0.0,0.0,0.0
deadlock,deadlock,0.0,0.0,0.0,0.0
cascadeless,cascadeless,0.0,0.0,0.0,0.0
conservative,conservative,0.0,0.0,0.0,0.0
locks,locks,0.0,0.0,10.0,26.0
process,process,228.0,63.0,522.0,0.0
pcb,pcb,0.0,0.0,0.0,0.0
attributes,attributes,24.0,4.0,82.0,0.0
multiprogramming,multiprogramming,0.0,0.0,0.0,0.0
schedulers,schedulers,1.0,1.0,42.0,0.0
fcfs,fcfs,0.0,0.0,0.0,0.0
overhead,overhead,0.0,0.0,0.0,0.0
sjf,sjf,0.0,0.0,0.0,0.0
srtf,srtf,0.0,0.0,0.0,0.0
hrrn,hrrn,0.0,0.0,0.0,0.0
pre-emptive,pre-emptive,0.0,0.0,64.0,0.0
instance,instance,69.0,60.0,513.0,0.0
concurrency,concurrency,0.0,0.0,3.0,0.0
interrupt,interrupt,2.0,0.0,6.0,0.0
input,input,1110.0,240.0,1420.0,0.0
output,output,1023.0,102.0,1257.0,489.0
need,need,28.0,13.0,50.0,0.0
condition,condition,3.0,3.0,11.0,0.0
tsl,tsl,0.0,0.0,0.0,0.0
tracing,tracing,0.0,0.0,265.0,8.0
sleep,sleep,11.0,0.0,11.0,0.0
wake,wake,0.0,0.0,0.0,0.0
semaphores,semaphores,0.0,0.0,0.0,0.0
mutex,mutex,0.0,0.0,0.0,0.0
barrier,barrier,0.0,0.0,0.0,0.0
resouces,resouces,0.0,0.0,8.0,0.0
safe,safe,3.0,0.0,3.0,0.0
unsafe,unsafe,0.0,0.0,0.0,0.0
batch,batch,302.0,59.0,345.0,40.0
multiprogramming,multiprogramming,0.0,0.0,0.0,0.0
multitasking,multitasking,0.0,0.0,24.0,0.0
multiprocessing,multiprocessing,0.0,0.0,0.0,0.0
multithreading,multithreading,0.0,0.0,2.0,0.0
library,library,9.0,9.0,9.0,0.0
distributed,distributed,44.0,20.0,48.0,0.0
templated,templated,0.0,0.0,48.0,0.0
embedded,embedded,4.0,0.0,4.0,0.0
new,new,1240.0,140.0,1272.0,80.0
ready,ready,5.0,0.0,118.0,32.0
run,run,262.0,46.0,286.0,26.0
block,block,18.0,12.0,33.0,39.0
wait,wait,46.0,11.0,50.0,21.0
termination,termination,0.0,0.0,4.0,0.0
created,created,37.0,13.0,290.0,0.0
dispatcher,dispatcher,0.0,0.0,2.0,0.0
priority,priority,36.0,4.0,36.0,34.0
completion,completion,0.0,0.0,0.0,0.0
resume,resume,20.0,2.0,20.0,0.0
creation,creation,6.0,6.0,29.0,0.0
scheduling,scheduling,0.0,0.0,0.0,0.0
execution,execution,14.0,6.0,28.0,0.0
kill,kill,12.0,2.0,12.0,0.0
delete,delete,240.0,20.0,305.0,35.0
dispatcher,dispatcher,0.0,0.0,2.0,0.0
fcfs,fcfs,0.0,0.0,0.0,0.0
overhead,overhead,0.0,0.0,0.0,0.0
sjf,sjf,0.0,0.0,0.0,0.0
srtf,srtf,0.0,0.0,0.0,0.0
hrrn,hrrn,0.0,0.0,0.0,0.0
progress,progress,38.0,4.0,39.0,0.0
portability,portability,0.0,0.0,12.0,0.0
starvation,starvation,0.0,0.0,0.0,0.0
deadlock,deadlock,0.0,0.0,0.0,0.0
header,header,61.0,7.0,98.0,22.0
overlay,overlay,2.0,0.0,20.0,60.0
relocation,relocation,0.0,0.0,72.0,0.0
protection,protection,4.0,0.0,12.0,0.0
compaction,compaction,0.0,0.0,7.0,0.0
scan,scan,4.0,0.0,296.0,0.0
cscan,cscan,0.0,0.0,4.0,0.0
look,look,12.0,10.0,20.0,0.0
c-look,c-look,0.0,0.0,604.0,106.0
starvation,starvation,0.0,0.0,0.0,0.0
switching,switching,2.0,0.0,2.0,0.0
nor,nor,3.0,1.0,79.0,36.0
nand,nand,0.0,0.0,908.0,0.0
adder,adder,0.0,0.0,1.0,0.0
subtracter,subtracter,0.0,0.0,0.0,0.0
comparator,comparator,0.0,0.0,0.0,0.0
multiplexer,multiplexer,0.0,0.0,31.0,0.0
demultiplexer,demultiplexer,0.0,0.0,0.0,0.0
decoder,decoder,10.0,1.0,117.0,0.0
rom,rom,0.0,0.0,1050.0,0.0
encoder,encoder,86.0,11.0,179.0,0.0
hazard,hazard,0.0,0.0,0.0,0.0
latch,latch,0.0,0.0,0.0,0.0
flipflop,flipflop,0.0,0.0,0.0,0.0
t-flipflop,t-flipflop,0.0,0.0,231.0,22.0
d-flipflop,d-flipflop,0.0,0.0,174.0,36.0
counter,counter,9.0,3.0,216.0,51.0
simplification,simplification,0.0,0.0,0.0,0.0
canonical,canonical,0.0,0.0,0.0,0.0
communication,communication,4.0,0.0,24.0,0.0
counters,counters,0.0,0.0,14.0,0.0
arithmetic,arithmetic,3.0,0.0,3.0,0.0
addressing,addressing,0.0,0.0,14.0,0.0
complements,complements,0.0,0.0,23.0,0.0
substraction,substraction,0.0,0.0,0.0,0.0
range,range,260.0,8.0,270.0,0.0
overflow,overflow,10.0,0.0,10.0,0.0
implicit,implicit,4.0,0.0,10.0,0.0
subtracter,subtracter,0.0,0.0,0.0,0.0
borrow,borrow,0.0,0.0,0.0,0.0
difference,difference,11.0,1.0,37.0,0.0
xor,xor,0.0,0.0,0.0,0.0
and,and,4455.0,2255.0,4570.0,0.0
or,or,1056.0,426.0,1056.0,108.0
enable,enable,11.0,5.0,42.0,0.0
sop,sop,0.0,0.0,268.0,64.0
and,and,4455.0,2255.0,4570.0,0.0
or,or,1056.0,426.0,1056.0,108.0
not,not,1676.0,148.0,1700.0,0.0
voltage,voltage,0.0,0.0,0.0,0.0
bipolar,bipolar,0.0,0.0,0.0,0.0
hysteresis,hysteresis,0.0,0.0,0.0,0.0
compatibility,compatibility,24.0,4.0,28.0,0.0
diodes,diodes,0.0,0.0,0.0,0.0
sop,sop,0.0,0.0,268.0,64.0
and,and,4455.0,2255.0,4570.0,0.0
or,or,1056.0,426.0,1056.0,108.0
not,not,1676.0,148.0,1700.0,0.0
sop,sop,0.0,0.0,268.0,64.0
and,and,4455.0,2255.0,4570.0,0.0
rom,rom,0.0,0.0,1050.0,0.0
connection,connection,42.0,12.0,70.0,0.0
gate,gate,0.0,0.0,8.0,0.0
sop,sop,0.0,0.0,268.0,64.0
and,and,4455.0,2255.0,4570.0,0.0
startvation,startvation,0.0,0.0,0.0,0.0
addition,addition,3.0,1.0,16.0,0.0
substraction,substraction,0.0,0.0,0.0,0.0
efficiency,efficiency,1.0,1.0,1.0,0.0
ascii,ascii,3.0,0.0,3.0,0.0
ebcdic,ebcdic,0.0,0.0,0.0,0.0
communication,communication,4.0,0.0,24.0,0.0
counters,counters,0.0,0.0,14.0,0.0
arithmetic,arithmetic,3.0,0.0,3.0,0.0
addressing,addressing,0.0,0.0,14.0,0.0
union,union,128.0,0.0,128.0,0.0
intersection,intersection,0.0,0.0,8.0,0.0
complement,complement,0.0,0.0,72.0,0.0
idempotent,idempotent,0.0,0.0,0.0,0.0
subset,subset,12.0,6.0,26.0,0.0
conjugate,conjugate,0.0,0.0,0.0,0.0
transpose,transpose,30.0,0.0,30.0,0.0
cofactor,cofactor,0.0,0.0,38.0,0.0
determinant,determinant,0.0,0.0,2.0,0.0
diagonal,diagonal,8.0,4.0,8.0,0.0
circuit,circuit,0.0,0.0,0.0,0.0
cycle,cycle,315.0,65.0,345.0,0.0
quicksort,quicksort,0.0,0.0,0.0,0.0
binarysearch,binarysearch,0.0,0.0,0.0,0.0
strassen,strassen,0.0,0.0,0.0,0.0
parsers,parsers,0.0,0.0,186.0,0.0
mediancalculation,mediancalculation,0.0,0.0,0.0,0.0
countinversions,countinversions,0.0,0.0,0.0,0.0
mergesort,mergesort,0.0,0.0,0.0,0.0
integermultiplication,integermultiplication,0.0,0.0,0.0,0.0
maximalsubsequence,maximalsubsequence,0.0,0.0,0.0,0.0
karatsuba,karatsuba,0.0,0.0,0.0,0.0
conquer,conquer,0.0,0.0,0.0,0.0
parsers,parsers,0.0,0.0,186.0,0.0
pruning,pruning,0.0,0.0,34.0,0.0
parser,parser,31.0,3.0,126.0,13.0
mediancalcul,mediancalcul,0.0,0.0,0.0,0.0
countinvers,countinvers,0.0,0.0,0.0,0.0
integermultipl,integermultipl,0.0,0.0,0.0,0.0
maximalsubsequ,maximalsubsequ,0.0,0.0,0.0,0.0
prune,prune,2.0,0.0,2.0,0.0
fordfulkerson,fordfulkerson,0.0,0.0,0.0,0.0
dijkstra's,dijkstra's,0.0,0.0,784.0,208.0
dijkstras,dijkstras,0.0,0.0,0.0,0.0
dijkstra,dijkstra,0.0,0.0,0.0,0.0
viterbi,viterbi,0.0,0.0,0.0,0.0
matroid,matroid,0.0,0.0,0.0,0.0
scheduling,scheduling,0.0,0.0,0.0,0.0
schedul,schedul,0.0,0.0,72.0,0.0
partition,partition,40.0,4.0,48.0,0.0
knapsack,knapsack,0.0,0.0,0.0,0.0
bellman-ford,bellman-ford,0.0,0.0,0.0,0.0
bellmanford,bellmanford,0.0,0.0,0.0,0.0
palindrome,palindrome,0.0,0.0,0.0,0.0
checkerboard,checkerboard,0.0,0.0,0.0,0.0
hanoi,hanoi,0.0,0.0,0.0,0.0
dijkstra's,dijkstra's,0.0,0.0,784.0,208.0
dijkstras,dijkstras,0.0,0.0,0.0,0.0
dijkstra,dijkstra,0.0,0.0,0.0,0.0
floyd,floyd,0.0,0.0,0.0,0.0
warshall,warshall,0.0,0.0,0.0,0.0
floydwarshall,floydwarshall,0.0,0.0,0.0,0.0
bellman,bellman,0.0,0.0,0.0,0.0
ford,ford,0.0,0.0,1471.0,0.0
binarysearch,binarysearch,0.0,0.0,0.0,0.0
flooding,flooding,0.0,0.0,0.0,0.0
triangulation,triangulation,0.0,0.0,0.0,0.0
partit,partit,0.0,0.0,0.0,0.0
bellman?ford,bellman?ford,0.0,0.0,0.0,0.0
palindrom,palindrom,0.0,0.0,0.0,0.0
warshal,warshal,0.0,0.0,0.0,0.0
floydwarshal,floydwarshal,0.0,0.0,0.0,0.0
flood,flood,0.0,0.0,0.0,0.0
triangul,triangul,0.0,0.0,0.0,0.0
interpolation,interpolation,60.0,0.0,327.0,348.0
extrapolation,extrapolation,1.0,1.0,1.0,0.0
interpolate,interpolate,2.0,0.0,23.0,25.0
extrapolate,extrapolate,0.0,0.0,1.0,0.0
sampling,sampling,0.0,0.0,1.0,0.0
approximation,approximation,0.0,0.0,2.0,0.0
estimation,estimation,0.0,0.0,6.0,0.0
hamiltonian,hamiltonian,0.0,0.0,0.0,0.0
sine,sine,0.0,0.0,53.0,0.0
cosine,cosine,3.0,1.0,3.0,0.0
tangents,tangents,0.0,0.0,60.0,0.0
secant,secant,0.0,0.0,0.0,0.0
interpol,interpol,0.0,0.0,7.0,0.0
extrapol,extrapol,0.0,0.0,0.0,0.0
sampl,sampl,0.0,0.0,232.0,152.0
approxim,approxim,0.0,0.0,1.0,0.0
estim,estim,0.0,0.0,0.0,0.0
cosin,cosin,0.0,0.0,3.0,0.0
tangent,tangent,0.0,0.0,207.0,6.0
chaff,chaff,0.0,0.0,0.0,0.0
satisfiability,satisfiability,0.0,0.0,0.0,0.0
genetics,genetics,0.0,0.0,0.0,0.0
memetic,memetic,0.0,0.0,0.0,0.0
bees,bees,0.0,0.0,0.0,0.0
metaheuristic,metaheuristic,0.0,0.0,1.0,0.0
simplex,simplex,0.0,0.0,32.0,0.0
minimax,minimax,0.0,0.0,2.0,0.0
viterbi,viterbi,0.0,0.0,0.0,0.0
constraint,constraint,0.0,0.0,20.0,0.0
regression,regression,1.0,1.0,1.0,0.0
classification,classification,21.0,21.0,24.0,0.0
variance,variance,11.0,3.0,11.0,0.0
statistical/optimis,statistical/optimis,0.0,0.0,0.0,0.0
genet,genet,0.0,0.0,0.0,0.0
memet,memet,0.0,0.0,0.0,0.0
bee,bee,0.0,0.0,22.0,0.0
metaheurist,metaheurist,0.0,0.0,0.0,0.0
regress,regress,0.0,0.0,1.0,0.0
classif,classif,0.0,0.0,480.0,0.0
varianc,varianc,0.0,0.0,12.0,0.0
sends,sends,9.0,9.0,83.0,0.0
sending,sending,1.0,1.0,13.0,0.0
send,send,42.0,26.0,245.0,51.0
receive,receive,2.0,0.0,11.0,0.0
receiving,receiving,0.0,0.0,0.0,0.0
receives,receives,3.0,3.0,11.0,0.0
include,include,53.0,6.0,55.0,0.0
included,included,2.0,2.0,55.0,0.0
includes,includes,0.0,0.0,55.0,0.0
including,including,5.0,4.0,5.0,0.0
return,return,4470.0,399.0,5214.0,687.0
returning,returning,1.0,1.0,1.0,0.0
returns,returns,231.0,217.0,1722.0,229.0
returned,returned,32.0,28.0,3012.0,458.0
decide,decide,6.0,5.0,23.0,0.0
decides,decides,1.0,1.0,7.0,0.0
deciding,deciding,0.0,0.0,1.0,0.0
decided,decided,0.0,0.0,12.0,0.0
decision,decision,0.0,0.0,13.0,0.0
append,append,355.0,0.0,370.0,0.0
appends,appends,3.0,3.0,360.0,0.0
appending,appending,1.0,1.0,3.0,0.0
appended,appended,7.0,7.0,364.0,0.0
iterates,iterates,0.0,0.0,10.0,0.0
iterated,iterated,1.0,0.0,4.0,0.0
iterating,iterating,0.0,0.0,110.0,91.0
iterate,iterate,3.0,2.0,4.0,0.0
modify,modify,12.0,8.0,12.0,0.0
modifies,modifies,1.0,1.0,19.0,11.0
modification,modification,1.0,1.0,1.0,0.0
modified,modified,14.0,6.0,19.0,11.0
modifying,modifying,0.0,0.0,0.0,0.0
generates,generates,3.0,3.0,41.0,0.0
generating,generating,0.0,0.0,0.0,0.0
generated,generated,12.0,7.0,39.0,0.0
generate,generate,23.0,9.0,109.0,0.0
generation,generation,0.0,0.0,14.0,0.0
assign,assign,8.0,2.0,10.0,0.0
assigned,assigned,1.0,1.0,5.0,0.0
assigns,assigns,0.0,0.0,4.0,0.0
assigning,assigning,0.0,0.0,0.0,0.0
input,input,1110.0,240.0,1420.0,0.0
push,push,0.0,0.0,0.0,0.0
pop,pop,80.0,0.0,80.0,0.0
inputs,inputs,62.0,17.0,284.0,0.0
inputting,inputting,0.0,0.0,1.0,0.0
pushes,pushes,0.0,0.0,0.0,0.0
pushing,pushing,0.0,0.0,70.0,0.0
pushed,pushed,0.0,0.0,0.0,0.0
popping,popping,0.0,0.0,0.0,0.0
popped,popped,0.0,0.0,0.0,0.0
pops,pops,0.0,0.0,159.0,56.0
remove,remove,94.0,16.0,164.0,0.0
removed,removed,8.0,3.0,57.0,0.0
removing,removing,4.0,2.0,12.0,0.0
removes,removes,2.0,1.0,62.0,0.0
moves,moves,5.0,5.0,43.0,0.0
moving,moving,8.0,8.0,12.0,0.0
move,move,36.0,13.0,41.0,0.0
moved,moved,0.0,0.0,44.0,0.0
clear,clear,12.0,2.0,13.0,0.0
declaration,declaration,0.0,0.0,0.0,0.0
initialisation,initialisation,0.0,0.0,3.0,0.0
declaring,declaring,0.0,0.0,3.0,0.0
declares,declares,0.0,0.0,0.0,0.0
declared,declared,0.0,0.0,0.0,0.0
declare,declare,0.0,0.0,0.0,0.0
initialise,initialise,2.0,2.0,106.0,0.0
initalises,initalises,0.0,0.0,3.0,0.0
initialised,initialised,1.0,1.0,36.0,0.0
initialising,initialising,0.0,0.0,2.0,0.0
displays,displays,1.0,1.0,80.0,0.0
displayed,displayed,10.0,6.0,81.0,0.0
displaying,displaying,0.0,0.0,47.0,0.0
display,display,188.0,28.0,320.0,0.0
prints,prints,2.0,1.0,200.0,0.0
printing,printing,2.0,2.0,2.0,0.0
printed,printed,0.0,0.0,193.0,0.0
print,print,184.0,7.0,197.0,0.0
counter,counter,9.0,3.0,216.0,51.0
count,count,90.0,12.0,170.0,34.0
counting,counting,12.0,8.0,16.0,0.0
counts,counts,0.0,0.0,50.0,17.0
counted,counted,0.0,0.0,51.0,17.0
length,length,282.0,69.0,333.0,411.0
binary,binary,125.0,20.0,125.0,60.0
plug,plug,0.0,0.0,0.0,0.0
plugging,plugging,0.0,0.0,5.0,0.0
plugged,plugged,0.0,0.0,0.0,0.0
plugs,plugs,0.0,0.0,2.0,0.0
collects,collects,2.0,2.0,24.0,0.0
collecting,collecting,0.0,0.0,145.0,0.0
collected,collected,1.0,1.0,13.0,0.0
collect,collect,20.0,10.0,282.0,0.0
converting,converting,6.0,4.0,72.0,0.0
converts,converts,7.0,7.0,97.0,0.0
converted,converted,9.0,4.0,95.0,0.0
convert,convert,66.0,33.0,105.0,0.0
seeks,seeks,0.0,0.0,3.0,0.0
seek,seek,2.0,0.0,27.0,0.0
seeking,seeking,0.0,0.0,0.0,0.0
checks,checks,9.0,4.0,133.0,92.0
checking,checking,5.0,5.0,6.0,0.0
check,check,246.0,46.0,278.0,184.0
checked,checked,7.0,0.0,130.0,92.0
reset,reset,65.0,14.0,92.0,111.0
reseting,reseting,0.0,0.0,2.0,0.0
resets,resets,6.0,6.0,75.0,111.0
process,process,228.0,63.0,522.0,0.0
processing,processing,30.0,24.0,264.0,0.0
processes,processes,11.0,7.0,95.0,0.0
processed,processed,8.0,2.0,98.0,0.0
chooses,chooses,0.0,0.0,0.0,0.0
choose,choose,0.0,0.0,0.0,0.0
